GEO_ID,NAME,total_pop,white_pop,black_pop,asian_pop,DECENNIALPL2020.P2_data_with_overlays_2021-11-29T140643_NAME,hisp_pop,non_hisp_pop
id,Geographic Area Name, !!Total:, !!Total:!!Population of one race:!!White alone, !!Total:!!Population of one race:!!Black or African American alone, !!Total:!!Population of one race:!!Asian alone,Geographic Area Name, !!Total:!!Hispanic or Latino, !!Total:!!Not Hispanic or Latino:
1400000US42101018802,"Census Tract 188.02, Philadelphia County, Pennsylvania","3570","778","1142","41","Census Tract 188.02, Philadelphia County, Pennsylvania","1806","1764"
1400000US42101019000,"Census Tract 190, Philadelphia County, Pennsylvania","7806","1352","1603","456","Census Tract 190, Philadelphia County, Pennsylvania","4972","2834"
1400000US42101019100,"Census Tract 191, Philadelphia County, Pennsylvania","8237","1625","1007","999","Census Tract 191, Philadelphia County, Pennsylvania","5455","2782"
1400000US42101019200,"Census Tract 192, Philadelphia County, Pennsylvania","7661","1310","1714","276","Census Tract 192, Philadelphia County, Pennsylvania","5164","2497"
1400000US42101019501,"Census Tract 195.01, Philadelphia County, Pennsylvania","4689","658","641","37","Census Tract 195.01, Philadelphia County, Pennsylvania","3925","764"
1400000US42101019502,"Census Tract 195.02, Philadelphia County, Pennsylvania","3494","464","521","40","Census Tract 195.02, Philadelphia County, Pennsylvania","2870","624"
1400000US42101019700,"Census Tract 197, Philadelphia County, Pennsylvania","6416","604","1941","99","Census Tract 197, Philadelphia County, Pennsylvania","4353","2063"
1400000US42101019800,"Census Tract 198, Philadelphia County, Pennsylvania","5763","412","1979","169","Census Tract 198, Philadelphia County, Pennsylvania","3709","2054"
1400000US42101019900,"Census Tract 199, Philadelphia County, Pennsylvania","4389","382","1716","24","Census Tract 199, Philadelphia County, Pennsylvania","2598","1791"
1400000US42101020000,"Census Tract 200, Philadelphia County, Pennsylvania","1277","87","968","68","Census Tract 200, Philadelphia County, Pennsylvania","139","1138"
1400000US42101020101,"Census Tract 201.01, Philadelphia County, Pennsylvania","3750","186","3167","81","Census Tract 201.01, Philadelphia County, Pennsylvania","261","3489"
1400000US42101020102,"Census Tract 201.02, Philadelphia County, Pennsylvania","3490","84","3117","38","Census Tract 201.02, Philadelphia County, Pennsylvania","228","3262"
1400000US42101020200,"Census Tract 202, Philadelphia County, Pennsylvania","4932","154","4442","9","Census Tract 202, Philadelphia County, Pennsylvania","263","4669"
1400000US42101020300,"Census Tract 203, Philadelphia County, Pennsylvania","2786","140","2188","19","Census Tract 203, Philadelphia County, Pennsylvania","397","2389"
1400000US42101020400,"Census Tract 204, Philadelphia County, Pennsylvania","3052","56","2727","31","Census Tract 204, Philadelphia County, Pennsylvania","172","2880"
1400000US42101020500,"Census Tract 205, Philadelphia County, Pennsylvania","2728","70","2381","57","Census Tract 205, Philadelphia County, Pennsylvania","160","2568"
1400000US42101020600,"Census Tract 206, Philadelphia County, Pennsylvania","2043","1030","651","154","Census Tract 206, Philadelphia County, Pennsylvania","145","1898"
1400000US42101020701,"Census Tract 207.01, Philadelphia County, Pennsylvania","3863","2987","358","155","Census Tract 207.01, Philadelphia County, Pennsylvania","219","3644"
1400000US42101020702,"Census Tract 207.02, Philadelphia County, Pennsylvania","2464","1562","491","194","Census Tract 207.02, Philadelphia County, Pennsylvania","166","2298"
1400000US42101020800,"Census Tract 208, Philadelphia County, Pennsylvania","2490","1320","731","176","Census Tract 208, Philadelphia County, Pennsylvania","165","2325"
1400000US42101020900,"Census Tract 209, Philadelphia County, Pennsylvania","3165","2506","238","142","Census Tract 209, Philadelphia County, Pennsylvania","173","2992"
1400000US42101021000,"Census Tract 210, Philadelphia County, Pennsylvania","5470","4503","324","207","Census Tract 210, Philadelphia County, Pennsylvania","294","5176"
1400000US42101021100,"Census Tract 211, Philadelphia County, Pennsylvania","2656","2015","247","136","Census Tract 211, Philadelphia County, Pennsylvania","190","2466"
1400000US42101021200,"Census Tract 212, Philadelphia County, Pennsylvania","2423","1849","288","87","Census Tract 212, Philadelphia County, Pennsylvania","113","2310"
1400000US42101021300,"Census Tract 213, Philadelphia County, Pennsylvania","3573","2960","245","85","Census Tract 213, Philadelphia County, Pennsylvania","205","3368"
1400000US42101021400,"Census Tract 214, Philadelphia County, Pennsylvania","4217","3418","287","138","Census Tract 214, Philadelphia County, Pennsylvania","258","3959"
1400000US42101021500,"Census Tract 215, Philadelphia County, Pennsylvania","4135","3336","300","169","Census Tract 215, Philadelphia County, Pennsylvania","189","3946"
1400000US42101021600,"Census Tract 216, Philadelphia County, Pennsylvania","2251","1567","334","148","Census Tract 216, Philadelphia County, Pennsylvania","106","2145"
1400000US42101021700,"Census Tract 217, Philadelphia County, Pennsylvania","5783","4358","706","243","Census Tract 217, Philadelphia County, Pennsylvania","318","5465"
1400000US42101021800,"Census Tract 218, Philadelphia County, Pennsylvania","4424","2599","1195","196","Census Tract 218, Philadelphia County, Pennsylvania","299","4125"
1400000US42101021900,"Census Tract 219, Philadelphia County, Pennsylvania","1492","1165","122","84","Census Tract 219, Philadelphia County, Pennsylvania","61","1431"
1400000US42101022000,"Census Tract 220, Philadelphia County, Pennsylvania","1446","1135","156","83","Census Tract 220, Philadelphia County, Pennsylvania","30","1416"
1400000US42101023100,"Census Tract 231, Philadelphia County, Pennsylvania","1285","1096","48","42","Census Tract 231, Philadelphia County, Pennsylvania","55","1230"
1400000US42101023500,"Census Tract 235, Philadelphia County, Pennsylvania","1108","678","288","41","Census Tract 235, Philadelphia County, Pennsylvania","63","1045"
1400000US42101023600,"Census Tract 236, Philadelphia County, Pennsylvania","2698","1538","847","59","Census Tract 236, Philadelphia County, Pennsylvania","115","2583"
1400000US42101023700,"Census Tract 237, Philadelphia County, Pennsylvania","4850","1600","2703","84","Census Tract 237, Philadelphia County, Pennsylvania","210","4640"
1400000US42101023800,"Census Tract 238, Philadelphia County, Pennsylvania","4441","1462","2466","62","Census Tract 238, Philadelphia County, Pennsylvania","236","4205"
1400000US42101023900,"Census Tract 239, Philadelphia County, Pennsylvania","1857","571","917","181","Census Tract 239, Philadelphia County, Pennsylvania","121","1736"
1400000US42101024000,"Census Tract 240, Philadelphia County, Pennsylvania","3808","1010","2290","161","Census Tract 240, Philadelphia County, Pennsylvania","205","3603"
1400000US42101024100,"Census Tract 241, Philadelphia County, Pennsylvania","1343","266","959","17","Census Tract 241, Philadelphia County, Pennsylvania","58","1285"
1400000US42101024200,"Census Tract 242, Philadelphia County, Pennsylvania","4113","524","3231","23","Census Tract 242, Philadelphia County, Pennsylvania","195","3918"
1400000US42101024300,"Census Tract 243, Philadelphia County, Pennsylvania","3878","466","3066","50","Census Tract 243, Philadelphia County, Pennsylvania","215","3663"
1400000US42101024400,"Census Tract 244, Philadelphia County, Pennsylvania","3152","170","2724","7","Census Tract 244, Philadelphia County, Pennsylvania","124","3028"
1400000US42101024500,"Census Tract 245, Philadelphia County, Pennsylvania","4251","252","3665","37","Census Tract 245, Philadelphia County, Pennsylvania","203","4048"
1400000US42101024600,"Census Tract 246, Philadelphia County, Pennsylvania","2956","184","2512","27","Census Tract 246, Philadelphia County, Pennsylvania","147","2809"
1400000US42101024700,"Census Tract 247, Philadelphia County, Pennsylvania","4489","283","3821","22","Census Tract 247, Philadelphia County, Pennsylvania","196","4293"
1400000US42101024800,"Census Tract 248, Philadelphia County, Pennsylvania","1912","40","1761","2","Census Tract 248, Philadelphia County, Pennsylvania","63","1849"
1400000US42101024900,"Census Tract 249, Philadelphia County, Pennsylvania","3412","62","3143","24","Census Tract 249, Philadelphia County, Pennsylvania","129","3283"
1400000US42101025200,"Census Tract 252, Philadelphia County, Pennsylvania","7267","499","6233","37","Census Tract 252, Philadelphia County, Pennsylvania","280","6987"
1400000US42101025300,"Census Tract 253, Philadelphia County, Pennsylvania","3859","391","3094","47","Census Tract 253, Philadelphia County, Pennsylvania","135","3724"
1400000US42101025400,"Census Tract 254, Philadelphia County, Pennsylvania","4152","428","3404","48","Census Tract 254, Philadelphia County, Pennsylvania","136","4016"
1400000US42101025500,"Census Tract 255, Philadelphia County, Pennsylvania","2667","1055","1292","47","Census Tract 255, Philadelphia County, Pennsylvania","131","2536"
1400000US42101025600,"Census Tract 256, Philadelphia County, Pennsylvania","2609","1326","1005","52","Census Tract 256, Philadelphia County, Pennsylvania","120","2489"
1400000US42101025700,"Census Tract 257, Philadelphia County, Pennsylvania","3456","1838","1145","182","Census Tract 257, Philadelphia County, Pennsylvania","182","3274"
1400000US42101025800,"Census Tract 258, Philadelphia County, Pennsylvania","1663","63","1468","11","Census Tract 258, Philadelphia County, Pennsylvania","64","1599"
1400000US42101025900,"Census Tract 259, Philadelphia County, Pennsylvania","4674","81","4335","15","Census Tract 259, Philadelphia County, Pennsylvania","97","4577"
1400000US42101026000,"Census Tract 260, Philadelphia County, Pennsylvania","2850","36","2649","27","Census Tract 260, Philadelphia County, Pennsylvania","68","2782"
1400000US42101026100,"Census Tract 261, Philadelphia County, Pennsylvania","3060","63","2813","15","Census Tract 261, Philadelphia County, Pennsylvania","69","2991"
1400000US42101026200,"Census Tract 262, Philadelphia County, Pennsylvania","4076","68","3817","9","Census Tract 262, Philadelphia County, Pennsylvania","95","3981"
1400000US42101026301,"Census Tract 263.01, Philadelphia County, Pennsylvania","3726","54","3486","9","Census Tract 263.01, Philadelphia County, Pennsylvania","84","3642"
1400000US42101026302,"Census Tract 263.02, Philadelphia County, Pennsylvania","5353","64","4986","38","Census Tract 263.02, Philadelphia County, Pennsylvania","149","5204"
1400000US42101026400,"Census Tract 264, Philadelphia County, Pennsylvania","5199","57","4875","10","Census Tract 264, Philadelphia County, Pennsylvania","102","5097"
1400000US42101026500,"Census Tract 265, Philadelphia County, Pennsylvania","4285","42","4012","0","Census Tract 265, Philadelphia County, Pennsylvania","95","4190"
1400000US42101026600,"Census Tract 266, Philadelphia County, Pennsylvania","6409","50","6066","26","Census Tract 266, Philadelphia County, Pennsylvania","134","6275"
1400000US42101026700,"Census Tract 267, Philadelphia County, Pennsylvania","6617","76","6204","27","Census Tract 267, Philadelphia County, Pennsylvania","227","6390"
1400000US42101026800,"Census Tract 268, Philadelphia County, Pennsylvania","4651","244","3872","106","Census Tract 268, Philadelphia County, Pennsylvania","305","4346"
1400000US42101026900,"Census Tract 269, Philadelphia County, Pennsylvania","2231","331","1639","73","Census Tract 269, Philadelphia County, Pennsylvania","188","2043"
1400000US42101027000,"Census Tract 270, Philadelphia County, Pennsylvania","2270","224","1739","115","Census Tract 270, Philadelphia County, Pennsylvania","130","2140"
1400000US42101027100,"Census Tract 271, Philadelphia County, Pennsylvania","2353","113","1471","544","Census Tract 271, Philadelphia County, Pennsylvania","206","2147"
1400000US42101027200,"Census Tract 272, Philadelphia County, Pennsylvania","4256","187","3308","292","Census Tract 272, Philadelphia County, Pennsylvania","402","3854"
1400000US42101027300,"Census Tract 273, Philadelphia County, Pennsylvania","5951","348","3111","1306","Census Tract 273, Philadelphia County, Pennsylvania","1219","4732"
1400000US42101027401,"Census Tract 274.01, Philadelphia County, Pennsylvania","3298","209","1762","781","Census Tract 274.01, Philadelphia County, Pennsylvania","567","2731"
1400000US42101027402,"Census Tract 274.02, Philadelphia County, Pennsylvania","6499","446","3904","928","Census Tract 274.02, Philadelphia County, Pennsylvania","1237","5262"
1400000US42101027500,"Census Tract 275, Philadelphia County, Pennsylvania","4503","317","3009","534","Census Tract 275, Philadelphia County, Pennsylvania","608","3895"
1400000US42101027600,"Census Tract 276, Philadelphia County, Pennsylvania","3546","119","3141","31","Census Tract 276, Philadelphia County, Pennsylvania","195","3351"
1400000US42101027700,"Census Tract 277, Philadelphia County, Pennsylvania","4918","74","4416","198","Census Tract 277, Philadelphia County, Pennsylvania","162","4756"
1400000US42101027800,"Census Tract 278, Philadelphia County, Pennsylvania","4655","84","4219","57","Census Tract 278, Philadelphia County, Pennsylvania","169","4486"
1400000US42101027901,"Census Tract 279.01, Philadelphia County, Pennsylvania","3796","50","3505","13","Census Tract 279.01, Philadelphia County, Pennsylvania","124","3672"
1400000US42101027902,"Census Tract 279.02, Philadelphia County, Pennsylvania","3572","1023","2002","201","Census Tract 279.02, Philadelphia County, Pennsylvania","357","3215"
1400000US42101028000,"Census Tract 280, Philadelphia County, Pennsylvania","4180","84","3766","17","Census Tract 280, Philadelphia County, Pennsylvania","260","3920"
1400000US42101028100,"Census Tract 281, Philadelphia County, Pennsylvania","3362","98","2967","44","Census Tract 281, Philadelphia County, Pennsylvania","191","3171"
1400000US42101028200,"Census Tract 282, Philadelphia County, Pennsylvania","4696","187","3895","258","Census Tract 282, Philadelphia County, Pennsylvania","305","4391"
1400000US42101028300,"Census Tract 283, Philadelphia County, Pennsylvania","6294","202","5024","416","Census Tract 283, Philadelphia County, Pennsylvania","566","5728"
1400000US42101028400,"Census Tract 284, Philadelphia County, Pennsylvania","3811","145","2680","53","Census Tract 284, Philadelphia County, Pennsylvania","977","2834"
1400000US42101028500,"Census Tract 285, Philadelphia County, Pennsylvania","2303","130","1077","258","Census Tract 285, Philadelphia County, Pennsylvania","908","1395"
1400000US42101028600,"Census Tract 286, Philadelphia County, Pennsylvania","6668","416","3286","547","Census Tract 286, Philadelphia County, Pennsylvania","2690","3978"
1400000US42101028700,"Census Tract 287, Philadelphia County, Pennsylvania","2371","258","523","36","Census Tract 287, Philadelphia County, Pennsylvania","1762","609"
1400000US42101028800,"Census Tract 288, Philadelphia County, Pennsylvania","4251","548","1065","286","Census Tract 288, Philadelphia County, Pennsylvania","2701","1550"
1400000US42101028901,"Census Tract 289.01, Philadelphia County, Pennsylvania","3932","492","900","193","Census Tract 289.01, Philadelphia County, Pennsylvania","2653","1279"
1400000US42101028902,"Census Tract 289.02, Philadelphia County, Pennsylvania","6047","793","1635","430","Census Tract 289.02, Philadelphia County, Pennsylvania","3644","2403"
1400000US42101029000,"Census Tract 290, Philadelphia County, Pennsylvania","6195","506","2508","1000","Census Tract 290, Philadelphia County, Pennsylvania","2269","3926"
1400000US42101029100,"Census Tract 291, Philadelphia County, Pennsylvania","4826","401","1752","1100","Census Tract 291, Philadelphia County, Pennsylvania","1676","3150"
1400000US42101029200,"Census Tract 292, Philadelphia County, Pennsylvania","4205","649","1456","312","Census Tract 292, Philadelphia County, Pennsylvania","1971","2234"
1400000US42101029300,"Census Tract 293, Philadelphia County, Pennsylvania","3026","712","1079","50","Census Tract 293, Philadelphia County, Pennsylvania","1217","1809"
1400000US42101029400,"Census Tract 294, Philadelphia County, Pennsylvania","3308","696","1337","73","Census Tract 294, Philadelphia County, Pennsylvania","1292","2016"
1400000US42101029800,"Census Tract 298, Philadelphia County, Pennsylvania","4847","1166","1915","106","Census Tract 298, Philadelphia County, Pennsylvania","1802","3045"
1400000US42101029900,"Census Tract 299, Philadelphia County, Pennsylvania","4617","806","2111","95","Census Tract 299, Philadelphia County, Pennsylvania","1749","2868"
1400000US42101030000,"Census Tract 300, Philadelphia County, Pennsylvania","7402","1132","4158","169","Census Tract 300, Philadelphia County, Pennsylvania","2032","5370"
1400000US42101030100,"Census Tract 301, Philadelphia County, Pennsylvania","6215","1165","3290","103","Census Tract 301, Philadelphia County, Pennsylvania","1666","4549"
1400000US42101030200,"Census Tract 302, Philadelphia County, Pennsylvania","7431","1287","3662","203","Census Tract 302, Philadelphia County, Pennsylvania","2499","4932"
1400000US42101030501,"Census Tract 305.01, Philadelphia County, Pennsylvania","5450","598","2873","415","Census Tract 305.01, Philadelphia County, Pennsylvania","1538","3912"
1400000US42101030502,"Census Tract 305.02, Philadelphia County, Pennsylvania","5847","833","3141","433","Census Tract 305.02, Philadelphia County, Pennsylvania","1455","4392"
1400000US42101030600,"Census Tract 306, Philadelphia County, Pennsylvania","7142","2292","2613","477","Census Tract 306, Philadelphia County, Pennsylvania","1837","5305"
1400000US42101030700,"Census Tract 307, Philadelphia County, Pennsylvania","3743","1361","1362","212","Census Tract 307, Philadelphia County, Pennsylvania","824","2919"
1400000US42101030800,"Census Tract 308, Philadelphia County, Pennsylvania","5138","1862","1272","955","Census Tract 308, Philadelphia County, Pennsylvania","952","4186"
1400000US42101030900,"Census Tract 309, Philadelphia County, Pennsylvania","4137","781","1686","644","Census Tract 309, Philadelphia County, Pennsylvania","992","3145"
1400000US42101031000,"Census Tract 310, Philadelphia County, Pennsylvania","7266","1811","1627","1923","Census Tract 310, Philadelphia County, Pennsylvania","1670","5596"
1400000US42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania","5194","853","2122","606","Census Tract 311.01, Philadelphia County, Pennsylvania","1584","3610"
1400000US42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania","4618","626","2312","343","Census Tract 311.02, Philadelphia County, Pennsylvania","1398","3220"
1400000US42101031200,"Census Tract 312, Philadelphia County, Pennsylvania","4804","795","2196","471","Census Tract 312, Philadelphia County, Pennsylvania","1382","3422"
1400000US42101031300,"Census Tract 313, Philadelphia County, Pennsylvania","7416","1518","1721","1722","Census Tract 313, Philadelphia County, Pennsylvania","2145","5271"
1400000US42101031401,"Census Tract 314.01, Philadelphia County, Pennsylvania","7456","1581","1306","1844","Census Tract 314.01, Philadelphia County, Pennsylvania","2216","5240"
1400000US42101031402,"Census Tract 314.02, Philadelphia County, Pennsylvania","5956","1263","751","2121","Census Tract 314.02, Philadelphia County, Pennsylvania","1504","4452"
1400000US42101031501,"Census Tract 315.01, Philadelphia County, Pennsylvania","7381","3280","697","1760","Census Tract 315.01, Philadelphia County, Pennsylvania","1527","5854"
1400000US42101031502,"Census Tract 315.02, Philadelphia County, Pennsylvania","4746","1766","513","1171","Census Tract 315.02, Philadelphia County, Pennsylvania","971","3775"
1400000US42101031600,"Census Tract 316, Philadelphia County, Pennsylvania","6729","2575","936","1364","Census Tract 316, Philadelphia County, Pennsylvania","1692","5037"
1400000US42101031700,"Census Tract 317, Philadelphia County, Pennsylvania","6597","2044","1607","721","Census Tract 317, Philadelphia County, Pennsylvania","2189","4408"
1400000US42101031800,"Census Tract 318, Philadelphia County, Pennsylvania","4093","752","1594","248","Census Tract 318, Philadelphia County, Pennsylvania","1508","2585"
1400000US42101031900,"Census Tract 319, Philadelphia County, Pennsylvania","5133","1763","1665","167","Census Tract 319, Philadelphia County, Pennsylvania","1730","3403"
1400000US42101032000,"Census Tract 320, Philadelphia County, Pennsylvania","7327","3058","1830","253","Census Tract 320, Philadelphia County, Pennsylvania","2393","4934"
1400000US42101032100,"Census Tract 321, Philadelphia County, Pennsylvania","3985","1578","1121","130","Census Tract 321, Philadelphia County, Pennsylvania","1238","2747"
1400000US42101032300,"Census Tract 323, Philadelphia County, Pennsylvania","4078","1558","1267","78","Census Tract 323, Philadelphia County, Pennsylvania","1255","2823"
1400000US42101032500,"Census Tract 325, Philadelphia County, Pennsylvania","6210","2858","1709","171","Census Tract 325, Philadelphia County, Pennsylvania","1527","4683"
1400000US42101032600,"Census Tract 326, Philadelphia County, Pennsylvania","7761","3673","1733","411","Census Tract 326, Philadelphia County, Pennsylvania","1993","5768"
1400000US42101032900,"Census Tract 329, Philadelphia County, Pennsylvania","4431","2094","1176","178","Census Tract 329, Philadelphia County, Pennsylvania","991","3440"
1400000US42101033000,"Census Tract 330, Philadelphia County, Pennsylvania","8213","3607","2208","349","Census Tract 330, Philadelphia County, Pennsylvania","2146","6067"
1400000US42101033101,"Census Tract 331.01, Philadelphia County, Pennsylvania","5398","3115","712","527","Census Tract 331.01, Philadelphia County, Pennsylvania","909","4489"
1400000US42101033102,"Census Tract 331.02, Philadelphia County, Pennsylvania","4478","2918","575","155","Census Tract 331.02, Philadelphia County, Pennsylvania","809","3669"
1400000US42101033200,"Census Tract 332, Philadelphia County, Pennsylvania","3292","1358","259","954","Census Tract 332, Philadelphia County, Pennsylvania","523","2769"
1400000US42101033300,"Census Tract 333, Philadelphia County, Pennsylvania","4339","2844","552","425","Census Tract 333, Philadelphia County, Pennsylvania","437","3902"
1400000US42101033400,"Census Tract 334, Philadelphia County, Pennsylvania","5447","2337","824","1292","Census Tract 334, Philadelphia County, Pennsylvania","701","4746"
1400000US42101033500,"Census Tract 335, Philadelphia County, Pennsylvania","4214","1643","590","1082","Census Tract 335, Philadelphia County, Pennsylvania","657","3557"
1400000US42101033600,"Census Tract 336, Philadelphia County, Pennsylvania","8155","4329","1094","1085","Census Tract 336, Philadelphia County, Pennsylvania","1045","7110"
1400000US42101033701,"Census Tract 337.01, Philadelphia County, Pennsylvania","5672","3273","643","777","Census Tract 337.01, Philadelphia County, Pennsylvania","598","5074"
1400000US42101033702,"Census Tract 337.02, Philadelphia County, Pennsylvania","5679","3098","579","1092","Census Tract 337.02, Philadelphia County, Pennsylvania","590","5089"
1400000US42101033800,"Census Tract 338, Philadelphia County, Pennsylvania","6285","3592","1020","521","Census Tract 338, Philadelphia County, Pennsylvania","978","5307"
1400000US42101033900,"Census Tract 339, Philadelphia County, Pennsylvania","3106","2025","518","152","Census Tract 339, Philadelphia County, Pennsylvania","415","2691"
1400000US42101034000,"Census Tract 340, Philadelphia County, Pennsylvania","2971","2066","208","281","Census Tract 340, Philadelphia County, Pennsylvania","330","2641"
1400000US42101034100,"Census Tract 341, Philadelphia County, Pennsylvania","5829","4486","519","225","Census Tract 341, Philadelphia County, Pennsylvania","547","5282"
1400000US42101034200,"Census Tract 342, Philadelphia County, Pennsylvania","3732","2722","453","274","Census Tract 342, Philadelphia County, Pennsylvania","236","3496"
1400000US42101034400,"Census Tract 344, Philadelphia County, Pennsylvania","7814","5398","412","1453","Census Tract 344, Philadelphia County, Pennsylvania","483","7331"
1400000US42101034501,"Census Tract 345.01, Philadelphia County, Pennsylvania","3783","2024","654","648","Census Tract 345.01, Philadelphia County, Pennsylvania","340","3443"
1400000US42101034502,"Census Tract 345.02, Philadelphia County, Pennsylvania","5928","3132","1171","924","Census Tract 345.02, Philadelphia County, Pennsylvania","407","5521"
1400000US42101034600,"Census Tract 346, Philadelphia County, Pennsylvania","2840","1180","815","462","Census Tract 346, Philadelphia County, Pennsylvania","360","2480"
1400000US42101034701,"Census Tract 347.01, Philadelphia County, Pennsylvania","6736","3475","999","1282","Census Tract 347.01, Philadelphia County, Pennsylvania","798","5938"
1400000US42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania","3896","2771","376","295","Census Tract 347.02, Philadelphia County, Pennsylvania","390","3506"
1400000US42101034801,"Census Tract 348.01, Philadelphia County, Pennsylvania","4553","3654","347","103","Census Tract 348.01, Philadelphia County, Pennsylvania","411","4142"
1400000US42101034802,"Census Tract 348.02, Philadelphia County, Pennsylvania","5570","3013","1441","204","Census Tract 348.02, Philadelphia County, Pennsylvania","773","4797"
1400000US42101034803,"Census Tract 348.03, Philadelphia County, Pennsylvania","4516","3398","367","240","Census Tract 348.03, Philadelphia County, Pennsylvania","413","4103"
1400000US42101034900,"Census Tract 349, Philadelphia County, Pennsylvania","5740","2861","1398","435","Census Tract 349, Philadelphia County, Pennsylvania","1043","4697"
1400000US42101035100,"Census Tract 351, Philadelphia County, Pennsylvania","4268","3551","288","126","Census Tract 351, Philadelphia County, Pennsylvania","226","4042"
1400000US42101035200,"Census Tract 352, Philadelphia County, Pennsylvania","4871","3955","258","301","Census Tract 352, Philadelphia County, Pennsylvania","288","4583"
1400000US42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania","5260","4159","340","203","Census Tract 353.01, Philadelphia County, Pennsylvania","451","4809"
1400000US42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania","4719","3464","514","210","Census Tract 353.02, Philadelphia County, Pennsylvania","441","4278"
1400000US42101035500,"Census Tract 355, Philadelphia County, Pennsylvania","8239","5188","484","1688","Census Tract 355, Philadelphia County, Pennsylvania","592","7647"
1400000US42101035601,"Census Tract 356.01, Philadelphia County, Pennsylvania","5794","4214","147","1014","Census Tract 356.01, Philadelphia County, Pennsylvania","325","5469"
1400000US42101035602,"Census Tract 356.02, Philadelphia County, Pennsylvania","3693","2239","222","987","Census Tract 356.02, Philadelphia County, Pennsylvania","195","3498"
1400000US42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania","5528","2499","265","2065","Census Tract 357.01, Philadelphia County, Pennsylvania","271","5257"
1400000US42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania","5181","3745","140","822","Census Tract 357.02, Philadelphia County, Pennsylvania","179","5002"
1400000US42101035800,"Census Tract 358, Philadelphia County, Pennsylvania","6282","4325","357","1065","Census Tract 358, Philadelphia County, Pennsylvania","336","5946"
1400000US42101035900,"Census Tract 359, Philadelphia County, Pennsylvania","5361","3764","221","918","Census Tract 359, Philadelphia County, Pennsylvania","355","5006"
1400000US42101036000,"Census Tract 360, Philadelphia County, Pennsylvania","3247","1668","294","1046","Census Tract 360, Philadelphia County, Pennsylvania","179","3068"
1400000US42101036100,"Census Tract 361, Philadelphia County, Pennsylvania","4029","2765","634","126","Census Tract 361, Philadelphia County, Pennsylvania","483","3546"
1400000US42101036201,"Census Tract 362.01, Philadelphia County, Pennsylvania","5093","4035","432","136","Census Tract 362.01, Philadelphia County, Pennsylvania","461","4632"
1400000US42101036202,"Census Tract 362.02, Philadelphia County, Pennsylvania","6191","4819","540","299","Census Tract 362.02, Philadelphia County, Pennsylvania","457","5734"
1400000US42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania","5134","4278","205","265","Census Tract 362.03, Philadelphia County, Pennsylvania","364","4770"
1400000US42101036301,"Census Tract 363.01, Philadelphia County, Pennsylvania","3843","2686","234","520","Census Tract 363.01, Philadelphia County, Pennsylvania","354","3489"
1400000US42101036302,"Census Tract 363.02, Philadelphia County, Pennsylvania","3712","2248","689","170","Census Tract 363.02, Philadelphia County, Pennsylvania","603","3109"
1400000US42101036303,"Census Tract 363.03, Philadelphia County, Pennsylvania","6695","5676","196","242","Census Tract 363.03, Philadelphia County, Pennsylvania","455","6240"
1400000US42101036400,"Census Tract 364, Philadelphia County, Pennsylvania","971","739","131","31","Census Tract 364, Philadelphia County, Pennsylvania","69","902"
1400000US42101036501,"Census Tract 365.01, Philadelphia County, Pennsylvania","5698","4076","518","580","Census Tract 365.01, Philadelphia County, Pennsylvania","353","5345"
1400000US42101036502,"Census Tract 365.02, Philadelphia County, Pennsylvania","4130","3454","138","189","Census Tract 365.02, Philadelphia County, Pennsylvania","248","3882"
1400000US42101036600,"Census Tract 366, Philadelphia County, Pennsylvania","2171","1570","134","253","Census Tract 366, Philadelphia County, Pennsylvania","159","2012"
1400000US42101036700,"Census Tract 367, Philadelphia County, Pennsylvania","3856","2747","374","329","Census Tract 367, Philadelphia County, Pennsylvania","257","3599"
1400000US42101036901,"Census Tract 369.01, Philadelphia County, Pennsylvania","4","2","0","0","Census Tract 369.01, Philadelphia County, Pennsylvania","2","2"
1400000US42101036902,"Census Tract 369.02, Philadelphia County, Pennsylvania","6598","2796","792","2263","Census Tract 369.02, Philadelphia County, Pennsylvania","539","6059"
1400000US42101037200,"Census Tract 372, Philadelphia County, Pennsylvania","4524","2604","241","1215","Census Tract 372, Philadelphia County, Pennsylvania","377","4147"
1400000US42101037300,"Census Tract 373, Philadelphia County, Pennsylvania","5913","4519","579","522","Census Tract 373, Philadelphia County, Pennsylvania","265","5648"
1400000US42101037500,"Census Tract 375, Philadelphia County, Pennsylvania","4074","2022","1586","181","Census Tract 375, Philadelphia County, Pennsylvania","199","3875"
1400000US42101037600,"Census Tract 376, Philadelphia County, Pennsylvania","3664","1659","617","846","Census Tract 376, Philadelphia County, Pennsylvania","422","3242"
1400000US42101037700,"Census Tract 377, Philadelphia County, Pennsylvania","4583","1476","2060","265","Census Tract 377, Philadelphia County, Pennsylvania","809","3774"
1400000US42101037800,"Census Tract 378, Philadelphia County, Pennsylvania","2389","1900","115","96","Census Tract 378, Philadelphia County, Pennsylvania","233","2156"
